school,schgend,type,schavg,student,intake,sex,vr,normexam,standLRT
13,mixed,Mxd,-0.149341,95,top 25%,F,mid 50%,-0.555112,-1.199273
13,mixed,Mxd,-0.149341,96,bottom 25%,M,mid 50%,0.8965662,1.1976192
13,mixed,Mxd,-0.149341,105,mid 50%,F,mid 50%,0.0043222,0.7843622
13,mixed,Mxd,-0.149341,112,top 25%,M,mid 50%,-0.555112,-1.695182
13,mixed,Mxd,-0.149341,115,bottom 25%,M,mid 50%,0.5443412,-0.290107
13,mixed,Mxd,-0.149341,117,bottom 25%,F,mid 50%,1.1758492,0.3711052
13,mixed,Mxd,-0.149341,119,mid 50%,M,mid 50%,0.9675862,0.9496652
13,mixed,Mxd,-0.149341,123,bottom 25%,F,mid 50%,0.4781942,1.2802712
13,mixed,Mxd,-0.149341,124,mid 50%,F,mid 50%,1.0396082,-1.199273
13,mixed,Mxd,-0.149341,125,mid 50%,F,mid 50%,-0.197611,0.2058022
13,mixed,Mxd,-0.149341,127,bottom 25%,F,mid 50%,0.9675862,2.8506492
13,mixed,Mxd,-0.149341,131,mid 50%,F,mid 50%,-0.197611,0.2884532
13,mixed,Mxd,-0.149341,135,mid 50%,M,mid 50%,-0.419801,-0.372758
13,mixed,Mxd,-0.149341,140,mid 50%,M,mid 50%,0.2613242,-0.290107
13,mixed,Mxd,-0.149341,143,mid 50%,F,mid 50%,0.3280722,-0.290107
13,mixed,Mxd,-0.149341,146,mid 50%,M,mid 50%,-1.219486,-0.207455
13,mixed,Mxd,-0.149341,147,top 25%,M,mid 50%,-2.75266,-1.529879
14,mixed,Mxd,0.3264402,2,bottom 25%,F,top 25%,0.7472282,0.7843622
14,mixed,Mxd,0.3264402,11,mid 50%,M,top 25%,-1.029067,-1.364576
14,mixed,Mxd,0.3264402,15,bottom 25%,M,top 25%,1.3101422,-0.124804
14,mixed,Mxd,0.3264402,17,mid 50%,M,top 25%,0.1941492,0.7017112
14,mixed,Mxd,0.3264402,20,mid 50%,F,top 25%,1.4395322,1.1976192
14,mixed,Mxd,0.3264402,21,mid 50%,M,top 25%,-1.219486,0.7843622
14,mixed,Mxd,0.3264402,23,bottom 25%,F,top 25%,1.7348992,1.4455742
14,mixed,Mxd,0.3264402,24,mid 50%,M,top 25%,-0.555112,-1.116621
14,mixed,Mxd,0.3264402,26,bottom 25%,M,top 25%,-0.265159,-0.042152
14,mixed,Mxd,0.3264402,27,mid 50%,M,top 25%,-0.265159,0.6190592
14,mixed,Mxd,0.3264402,31,bottom 25%,M,top 25%,1.6618062,2.0241342
14,mixed,Mxd,0.3264402,33,mid 50%,F,top 25%,0.1941492,-0.538061
14,mixed,Mxd,0.3264402,34,bottom 25%,M,top 25%,0.0735362,1.0323172
14,mixed,Mxd,0.3264402,35,mid 50%,M,top 25%,-0.129085,0.7843622
14,mixed,Mxd,0.3264402,36,mid 50%,F,top 25%,0.4781942,-0.372758
14,mixed,Mxd,0.3264402,40,bottom 25%,F,top 25%,1.2405332,1.3629222
14,mixed,Mxd,0.3264402,41,mid 50%,F,top 25%,-0.492781,-0.703364
14,mixed,Mxd,0.3264402,43,mid 50%,F,top 25%,-0.419801,1.1976192
14,mixed,Mxd,0.3264402,44,mid 50%,M,top 25%,-0.129085,-0.207455
14,mixed,Mxd,0.3264402,46,mid 50%,M,top 25%,-0.555112,0.5364082
14,mixed,Mxd,0.3264402,48,bottom 25%,F,top 25%,2.2031212,-0.042152
14,mixed,Mxd,0.3264402,49,bottom 25%,F,top 25%,1.1758492,1.4455742
14,mixed,Mxd,0.3264402,50,mid 50%,F,top 25%,-0.062088,0.4537562
14,mixed,Mxd,0.3264402,52,mid 50%,F,top 25%,-0.492781,-0.538061
14,mixed,Mxd,0.3264402,54,mid 50%,F,top 25%,-0.062088,-0.703364
14,mixed,Mxd,0.3264402,56,bottom 25%,F,top 25%,-0.419801,0.9496652
14,mixed,Mxd,0.3264402,59,mid 50%,F,top 25%,-2.291731,-1.61253
14,mixed,Mxd,0.3264402,60,mid 50%,F,top 25%,-0.699505,-0.372758
14,mixed,Mxd,0.3264402,62,mid 50%,F,top 25%,-2.291731,-1.116621
14,mixed,Mxd,0.3264402,66,mid 50%,M,top 25%,-0.129085,-0.124804
14,mixed,Mxd,0.3264402,67,bottom 25%,F,top 25%,1.3101422,0.7017112
14,mixed,Mxd,0.3264402,68,bottom 25%,F,top 25%,0.1941492,1.6108772
14,mixed,Mxd,0.3264402,69,mid 50%,M,top 25%,-1.438662,-0.951318
14,mixed,Mxd,0.3264402,72,mid 50%,F,top 25%,-0.129085,1.3629222
14,mixed,Mxd,0.3264402,85,mid 50%,F,top 25%,1.1758492,0.7017112
14,mixed,Mxd,0.3264402,86,mid 50%,M,top 25%,-0.776109,0.2058022
14,mixed,Mxd,0.3264402,92,mid 50%,M,top 25%,0.4026692,0.0404992
14,mixed,Mxd,0.3264402,94,mid 50%,F,top 25%,0.2613242,0.2058022
14,mixed,Mxd,0.3264402,97,mid 50%,M,top 25%,0.4781942,-0.372758
14,mixed,Mxd,0.3264402,98,bottom 25%,F,top 25%,1.6618062,1.2802712
14,mixed,Mxd,0.3264402,99,bottom 25%,M,top 25%,0.4026692,0.6190592
14,mixed,Mxd,0.3264402,101,mid 50%,M,top 25%,-0.265159,0.2058022
14,mixed,Mxd,0.3264402,106,bottom 25%,M,top 25%,-0.776109,0.7843622
14,mixed,Mxd,0.3264402,110,bottom 25%,M,top 25%,0.4026692,2.1894372
14,mixed,Mxd,0.3264402,111,top 25%,F,top 25%,-1.526653,-0.207455
14,mixed,Mxd,0.3264402,113,mid 50%,F,top 25%,0.1941492,-0.620713
14,mixed,Mxd,0.3264402,117,mid 50%,F,top 25%,0.9675862,0.8670142
14,mixed,Mxd,0.3264402,119,mid 50%,F,top 25%,-0.062088,-0.290107
14,mixed,Mxd,0.3264402,123,top 25%,F,top 25%,-0.776109,-2.108439
14,mixed,Mxd,0.3264402,124,mid 50%,F,top 25%,1.4395322,1.4455742
14,mixed,Mxd,0.3264402,126,top 25%,F,top 25%,-0.699505,-0.042152
14,mixed,Mxd,0.3264402,132,mid 50%,M,top 25%,-0.939378,-0.703364
14,mixed,Mxd,0.3264402,133,mid 50%,F,top 25%,0.9675862,1.0323172
14,mixed,Mxd,0.3264402,135,top 25%,F,top 25%,-0.623051,-1.116621
14,mixed,Mxd,0.3264402,140,bottom 25%,M,top 25%,0.4026692,0.5364082
14,mixed,Mxd,0.3264402,142,mid 50%,M,top 25%,0.0043222,-0.124804
14,mixed,Mxd,0.3264402,151,mid 50%,F,top 25%,1.1094382,0.2884532
14,mixed,Mxd,0.3264402,152,bottom 25%,F,top 25%,1.5792202,1.8588312
14,mixed,Mxd,0.3264402,153,mid 50%,F,top 25%,-1.118624,0.5364082
14,mixed,Mxd,0.3264402,154,mid 50%,F,top 25%,0.0043222,2.1067862
14,mixed,Mxd,0.3264402,155,top 25%,F,top 25%,-1.335315,-0.290107
14,mixed,Mxd,0.3264402,156,mid 50%,M,top 25%,-1.219486,-0.042152
14,mixed,Mxd,0.3264402,160,mid 50%,F,top 25%,-0.699505,0.4537562
14,mixed,Mxd,0.3264402,164,mid 50%,F,top 25%,-0.338842,-0.207455
14,mixed,Mxd,0.3264402,171,mid 50%,F,top 25%,0.6787592,0.8670142
14,mixed,Mxd,0.3264402,174,mid 50%,F,top 25%,-1.526653,0.3711052
14,mixed,Mxd,0.3264402,176,mid 50%,M,top 25%,0.8219882,1.3629222
14,mixed,Mxd,0.3264402,177,top 25%,F,top 25%,-1.62373,-1.199273
14,mixed,Mxd,0.3264402,178,mid 50%,M,top 25%,-0.129085,0.7017112
14,mixed,Mxd,0.3264402,181,mid 50%,M,top 25%,0.4026692,0.0404992
14,mixed,Mxd,0.3264402,183,mid 50%,M,top 25%,-2.108644,-0.951318
14,mixed,Mxd,0.3264402,184,bottom 25%,F,top 25%,0.3280722,0.3711052
14,mixed,Mxd,0.3264402,187,bottom 25%,M,top 25%,1.3101422,0.5364082
14,mixed,Mxd,0.3264402,188,bottom 25%,F,top 25%,1.1758492,1.5282252
14,mixed,Mxd,0.3264402,190,bottom 25%,F,top 25%,0.4781942,0.8670142
14,mixed,Mxd,0.3264402,193,mid 50%,F,top 25%,-0.555112,-0.703364
14,mixed,Mxd,0.3264402,195,mid 50%,F,top 25%,-1.118624,-0.538061
14,mixed,Mxd,0.3264402,202,mid 50%,M,top 25%,-0.338842,-0.951318
14,mixed,Mxd,0.3264402,204,mid 50%,M,top 25%,-1.118624,0.9496652
14,mixed,Mxd,0.3264402,205,mid 50%,M,top 25%,-1.438662,0.0404992
14,mixed,Mxd,0.3264402,208,mid 50%,M,top 25%,-0.062088,0.5364082
14,mixed,Mxd,0.3264402,216,mid 50%,F,top 25%,0.0735362,1.4455742
14,mixed,Mxd,0.3264402,217,bottom 25%,M,top 25%,1.1758492,0.4537562
14,mixed,Mxd,0.3264402,219,mid 50%,M,top 25%,0.9675862,1.2802712
14,mixed,Mxd,0.3264402,227,mid 50%,F,top 25%,0.3280722,0.6190592
14,mixed,Mxd,0.3264402,228,mid 50%,F,top 25%,0.5443412,1.0323172
14,mixed,Mxd,0.3264402,234,bottom 25%,F,top 25%,0.6107292,0.5364082
14,mixed,Mxd,0.3264402,235,mid 50%,F,top 25%,-1.962075,-0.124804
14,mixed,Mxd,0.3264402,252,bottom 25%,M,top 25%,-1.219486,0.2884532
14,mixed,Mxd,0.3264402,255,bottom 25%,M,top 25%,1.1094382,1.4455742
14,mixed,Mxd,0.3264402,258,bottom 25%,F,top 25%,0.4026692,0.7843622
14,mixed,Mxd,0.3264402,260,mid 50%,F,top 25%,-0.062088,0.7843622
14,mixed,Mxd,0.3264402,261,mid 50%,M,top 25%,-1.118624,-1.03397
14,mixed,Mxd,0.3264402,263,bottom 25%,M,top 25%,0.1340672,0.4537562
14,mixed,Mxd,0.3264402,266,mid 50%,M,top 25%,-1.526653,-0.703364
14,mixed,Mxd,0.3264402,267,bottom 25%,M,top 25%,1.8138272,1.4455742
14,mixed,Mxd,0.3264402,273,mid 50%,M,top 25%,0.0735362,-1.116621
14,mixed,Mxd,0.3264402,278,mid 50%,M,top 25%,0.8219882,0.2058022
14,mixed,Mxd,0.3264402,286,bottom 25%,F,top 25%,-0.062088,0.6190592
14,mixed,Mxd,0.3264402,287,mid 50%,F,top 25%,-0.338842,-0.620713
14,mixed,Mxd,0.3264402,288,mid 50%,M,top 25%,-2.291731,-0.868667
14,mixed,Mxd,0.3264402,292,mid 50%,F,top 25%,0.6107292,0.2884532
14,mixed,Mxd,0.3264402,294,mid 50%,F,top 25%,-0.129085,0.1231502
14,mixed,Mxd,0.3264402,296,top 25%,M,top 25%,-0.197611,-0.786016
14,mixed,Mxd,0.3264402,298,bottom 25%,F,top 25%,0.6107292,0.9496652
14,mixed,Mxd,0.3264402,300,mid 50%,M,top 25%,-0.062088,-0.124804
14,mixed,Mxd,0.3264402,309,bottom 25%,M,top 25%,1.9003352,1.7761802
14,mixed,Mxd,0.3264402,311,top 25%,F,top 25%,-0.623051,-1.116621
14,mixed,Mxd,0.3264402,315,bottom 25%,M,top 25%,0.0043222,1.3629222
14,mixed,Mxd,0.3264402,318,mid 50%,M,top 25%,0.2613242,0.5364082
14,mixed,Mxd,0.3264402,323,mid 50%,F,top 25%,-0.338842,0.2058022
14,mixed,Mxd,0.3264402,324,mid 50%,M,top 25%,0.8965662,0.4537562
14,mixed,Mxd,0.3264402,325,mid 50%,F,top 25%,0.9675862,-1.03397
14,mixed,Mxd,0.3264402,326,mid 50%,M,top 25%,-0.555112,0.0404992
14,mixed,Mxd,0.3264402,331,bottom 25%,M,top 25%,0.5443412,1.0323172
14,mixed,Mxd,0.3264402,338,bottom 25%,F,top 25%,-0.939378,0.6190592
14,mixed,Mxd,0.3264402,340,mid 50%,M,top 25%,-1.836687,-1.281924
14,mixed,Mxd,0.3264402,342,bottom 25%,F,top 25%,1.1758492,0.7017112
14,mixed,Mxd,0.3264402,344,mid 50%,M,top 25%,-1.526653,-0.45541
14,mixed,Mxd,0.3264402,345,bottom 25%,F,top 25%,1.5792202,1.7761802
14,mixed,Mxd,0.3264402,347,bottom 25%,M,top 25%,0.7472282,0.9496652
14,mixed,Mxd,0.3264402,348,bottom 25%,F,top 25%,1.1758492,0.3711052
14,mixed,Mxd,0.3264402,350,bottom 25%,F,top 25%,-0.129085,0.1231502
14,mixed,Mxd,0.3264402,353,mid 50%,M,top 25%,-0.699505,-0.042152
14,mixed,Mxd,0.3264402,357,bottom 25%,F,top 25%,-1.029067,0.6190592
14,mixed,Mxd,0.3264402,359,mid 50%,M,top 25%,-0.699505,0.2884532
14,mixed,Mxd,0.3264402,360,mid 50%,F,top 25%,1.1094382,0.3711052
14,mixed,Mxd,0.3264402,367,mid 50%,M,top 25%,0.4781942,0.1231502
14,mixed,Mxd,0.3264402,369,mid 50%,F,top 25%,0.6107292,-0.207455
14,mixed,Mxd,0.3264402,370,mid 50%,F,top 25%,-0.265159,0.2058022
14,mixed,Mxd,0.3264402,373,mid 50%,M,top 25%,-0.265159,-0.538061
14,mixed,Mxd,0.3264402,375,mid 50%,F,top 25%,-0.129085,0.1231502
14,mixed,Mxd,0.3264402,377,mid 50%,F,top 25%,0.4781942,0.2884532
14,mixed,Mxd,0.3264402,378,mid 50%,F,top 25%,-1.118624,-0.538061
14,mixed,Mxd,0.3264402,382,mid 50%,M,top 25%,0.1340672,0.2058022
14,mixed,Mxd,0.3264402,384,mid 50%,M,top 25%,0.6107292,-1.860484
14,mixed,Mxd,0.3264402,386,mid 50%,M,top 25%,-0.492781,0.4537562
14,mixed,Mxd,0.3264402,387,top 25%,F,top 25%,-0.939378,-1.943136
14,mixed,Mxd,0.3264402,393,mid 50%,M,top 25%,-0.338842,0.3711052
14,mixed,Mxd,0.3264402,395,mid 50%,M,top 25%,-1.723882,-0.45541
14,mixed,Mxd,0.3264402,396,top 25%,M,top 25%,-1.962075,-1.529879
14,mixed,Mxd,0.3264402,397,mid 50%,M,top 25%,-1.438662,0.5364082
14,mixed,Mxd,0.3264402,398,bottom 25%,F,top 25%,0.8219882,1.3629222
14,mixed,Mxd,0.3264402,399,mid 50%,M,top 25%,0.6107292,0.9496652
14,mixed,Mxd,0.3264402,404,bottom 25%,F,top 25%,1.1094382,1.9414832
14,mixed,Mxd,0.3264402,405,bottom 25%,M,top 25%,0.5443412,0.3711052
14,mixed,Mxd,0.3264402,407,mid 50%,M,top 25%,-0.129085,0.3711052
14,mixed,Mxd,0.3264402,409,mid 50%,M,top 25%,-1.219486,-1.116621
14,mixed,Mxd,0.3264402,412,mid 50%,F,top 25%,-0.555112,0.2058022
14,mixed,Mxd,0.3264402,414,mid 50%,F,top 25%,-0.699505,-1.116621
14,mixed,Mxd,0.3264402,415,bottom 25%,F,top 25%,0.7472282,2.8506492
14,mixed,Mxd,0.3264402,418,mid 50%,M,top 25%,-1.335315,0.2884532
14,mixed,Mxd,0.3264402,421,mid 50%,F,top 25%,-0.197611,1.0323172
14,mixed,Mxd,0.3264402,426,bottom 25%,F,top 25%,0.5443412,1.6108772
14,mixed,Mxd,0.3264402,428,bottom 25%,F,top 25%,0.8219882,0.2884532
14,mixed,Mxd,0.3264402,430,mid 50%,M,top 25%,0.4026692,0.7017112
14,mixed,Mxd,0.3264402,432,mid 50%,M,top 25%,-0.776109,-0.042152
14,mixed,Mxd,0.3264402,433,mid 50%,F,top 25%,0.9675862,1.5282252
14,mixed,Mxd,0.3264402,435,bottom 25%,F,top 25%,0.6107292,1.8588312
14,mixed,Mxd,0.3264402,436,mid 50%,F,top 25%,0.7472282,1.5282252
14,mixed,Mxd,0.3264402,439,mid 50%,M,top 25%,-0.85267,-1.116621
14,mixed,Mxd,0.3264402,444,bottom 25%,F,top 25%,0.2613242,0.6190592
14,mixed,Mxd,0.3264402,449,bottom 25%,M,top 25%,0.0043222,1.8588312
14,mixed,Mxd,0.3264402,453,mid 50%,M,top 25%,0.4026692,1.1976192
14,mixed,Mxd,0.3264402,454,mid 50%,F,top 25%,-0.197611,0.9496652
14,mixed,Mxd,0.3264402,459,bottom 25%,M,top 25%,0.5443412,1.8588312
14,mixed,Mxd,0.3264402,462,bottom 25%,F,top 25%,1.1094382,0.5364082
14,mixed,Mxd,0.3264402,464,mid 50%,M,top 25%,0.0735362,0.1231502
14,mixed,Mxd,0.3264402,466,bottom 25%,M,top 25%,1.8138272,1.8588312
14,mixed,Mxd,0.3264402,468,mid 50%,F,top 25%,-1.526653,0.2884532
14,mixed,Mxd,0.3264402,470,top 25%,M,top 25%,0.1340672,-0.786016
14,mixed,Mxd,0.3264402,471,mid 50%,M,top 25%,0.1340672,-0.290107
14,mixed,Mxd,0.3264402,472,mid 50%,M,top 25%,0.1941492,-0.042152
14,mixed,Mxd,0.3264402,474,mid 50%,F,top 25%,-1.62373,-0.868667
14,mixed,Mxd,0.3264402,477,mid 50%,M,top 25%,-1.029067,0.6190592
14,mixed,Mxd,0.3264402,478,mid 50%,F,top 25%,-0.419801,-0.620713
14,mixed,Mxd,0.3264402,479,bottom 25%,M,top 25%,1.3747412,2.3547402
14,mixed,Mxd,0.3264402,481,bottom 25%,F,top 25%,-0.197611,0.3711052
14,mixed,Mxd,0.3264402,482,mid 50%,F,top 25%,1.3747412,0.1231502
14,mixed,Mxd,0.3264402,486,mid 50%,M,top 25%,1.1758492,0.2884532
14,mixed,Mxd,0.3264402,489,mid 50%,F,top 25%,1.2405332,1.7761802
14,mixed,Mxd,0.3264402,491,bottom 25%,F,top 25%,0.9675862,0.3711052
14,mixed,Mxd,0.3264402,496,mid 50%,F,top 25%,0.7472282,-0.207455
15,mixed,Mxd,0.2702882,1,mid 50%,F,top 25%,0.4781942,-0.042152
15,mixed,Mxd,0.2702882,6,mid 50%,F,top 25%,0.3280722,0.2884532
15,mixed,Mxd,0.2702882,7,mid 50%,M,top 25%,-1.335315,-0.207455
15,mixed,Mxd,0.2702882,8,mid 50%,M,top 25%,-0.85267,-0.620713
15,mixed,Mxd,0.2702882,11,mid 50%,F,top 25%,-1.962075,-0.868667
15,mixed,Mxd,0.2702882,14,bottom 25%,M,top 25%,1.1094382,1.1149682
15,mixed,Mxd,0.2702882,15,top 25%,M,top 25%,-0.419801,-1.03397
15,mixed,Mxd,0.2702882,20,bottom 25%,M,top 25%,-1.219486,1.0323172
15,mixed,Mxd,0.2702882,21,bottom 25%,M,top 25%,1.5792202,1.6935282
15,mixed,Mxd,0.2702882,22,bottom 25%,M,top 25%,0.2613242,1.0323172
15,mixed,Mxd,0.2702882,27,bottom 25%,M,top 25%,0.1340672,0.8670142
15,mixed,Mxd,0.2702882,32,bottom 25%,F,top 25%,0.6107292,0.0404992
15,mixed,Mxd,0.2702882,33,bottom 25%,F,top 25%,0.0735362,0.2058022
15,mixed,Mxd,0.2702882,37,bottom 25%,F,top 25%,1.8138272,1.3629222
15,mixed,Mxd,0.2702882,42,bottom 25%,F,top 25%,0.6787592,1.1149682
15,mixed,Mxd,0.2702882,44,mid 50%,M,top 25%,-1.118624,-1.03397
15,mixed,Mxd,0.2702882,46,bottom 25%,F,top 25%,-0.265159,0.5364082
15,mixed,Mxd,0.2702882,47,mid 50%,M,top 25%,-0.939378,-0.207455
15,mixed,Mxd,0.2702882,48,mid 50%,M,top 25%,-0.939378,-0.207455
15,mixed,Mxd,0.2702882,51,bottom 25%,F,top 25%,0.1340672,0.5364082
15,mixed,Mxd,0.2702882,53,mid 50%,M,top 25%,-0.062088,-0.620713
15,mixed,Mxd,0.2702882,54,mid 50%,F,top 25%,1.9003352,0.7843622
15,mixed,Mxd,0.2702882,56,mid 50%,M,top 25%,-1.219486,0.2058022
15,mixed,Mxd,0.2702882,59,bottom 25%,F,top 25%,-0.062088,-0.124804
15,mixed,Mxd,0.2702882,61,mid 50%,F,top 25%,-0.85267,-0.951318
15,mixed,Mxd,0.2702882,62,bottom 25%,F,top 25%,1.4395322,0.2884532
15,mixed,Mxd,0.2702882,64,mid 50%,F,top 25%,-0.265159,0.1231502
15,mixed,Mxd,0.2702882,65,top 25%,F,top 25%,-1.029067,-1.364576
15,mixed,Mxd,0.2702882,67,mid 50%,M,top 25%,-0.197611,-0.290107
15,mixed,Mxd,0.2702882,70,bottom 25%,F,top 25%,-0.338842,1.2802712
15,mixed,Mxd,0.2702882,73,bottom 25%,F,top 25%,-0.492781,0.7017112
15,mixed,Mxd,0.2702882,75,bottom 25%,F,top 25%,0.8219882,1.1976192
15,mixed,Mxd,0.2702882,76,bottom 25%,M,top 25%,0.3280722,1.3629222
15,mixed,Mxd,0.2702882,81,bottom 25%,F,top 25%,1.1094382,1.1976192
15,mixed,Mxd,0.2702882,86,bottom 25%,M,top 25%,0.1941492,-0.042152
15,mixed,Mxd,0.2702882,87,mid 50%,F,top 25%,-0.85267,-0.372758
15,mixed,Mxd,0.2702882,90,mid 50%,M,top 25%,-0.129085,-0.290107
15,mixed,Mxd,0.2702882,94,mid 50%,M,top 25%,-0.85267,0.0404992
15,mixed,Mxd,0.2702882,95,mid 50%,F,top 25%,-1.62373,0.1231502
15,mixed,Mxd,0.2702882,100,mid 50%,M,top 25%,0.1941492,-0.207455
15,mixed,Mxd,0.2702882,103,mid 50%,M,top 25%,0.6107292,1.1149682
15,mixed,Mxd,0.2702882,104,mid 50%,M,top 25%,-0.623051,-0.786016
15,mixed,Mxd,0.2702882,105,mid 50%,F,top 25%,-0.492781,0.2058022
15,mixed,Mxd,0.2702882,112,bottom 25%,M,top 25%,1.5792202,0.7843622
15,mixed,Mxd,0.2702882,113,bottom 25%,F,top 25%,-1.029067,-0.042152
15,mixed,Mxd,0.2702882,118,mid 50%,M,top 25%,-1.62373,-0.45541
15,mixed,Mxd,0.2702882,121,mid 50%,M,top 25%,0.1941492,-0.042152
15,mixed,Mxd,0.2702882,125,mid 50%,F,top 25%,-1.438662,0.2884532
15,mixed,Mxd,0.2702882,127,bottom 25%,F,top 25%,-0.623051,0.9496652
15,mixed,Mxd,0.2702882,128,mid 50%,M,top 25%,-0.555112,0.5364082
15,mixed,Mxd,0.2702882,129,bottom 25%,F,top 25%,-0.197611,0.0404992
15,mixed,Mxd,0.2702882,131,bottom 25%,M,top 25%,-0.555112,1.6108772
15,mixed,Mxd,0.2702882,133,bottom 25%,M,top 25%,0.7472282,1.4455742
15,mixed,Mxd,0.2702882,136,bottom 25%,M,top 25%,-0.776109,-0.124804
15,mixed,Mxd,0.2702882,139,bottom 25%,M,top 25%,-0.419801,0.7017112
15,mixed,Mxd,0.2702882,140,bottom 25%,M,top 25%,0.0043222,0.6190592
15,mixed,Mxd,0.2702882,144,mid 50%,M,top 25%,-0.623051,0.6190592
15,mixed,Mxd,0.2702882,145,mid 50%,F,top 25%,-0.265159,0.0404992
15,mixed,Mxd,0.2702882,147,bottom 25%,M,top 25%,0.6107292,-0.042152
15,mixed,Mxd,0.2702882,148,mid 50%,M,top 25%,-0.265159,-1.03397
15,mixed,Mxd,0.2702882,152,bottom 25%,M,top 25%,1.1094382,1.6108772
15,mixed,Mxd,0.2702882,163,bottom 25%,M,top 25%,0.9675862,1.1976192
15,mixed,Mxd,0.2702882,165,bottom 25%,F,top 25%,2.1029752,1.6108772
15,mixed,Mxd,0.2702882,167,bottom 25%,F,top 25%,0.4781942,-0.45541
15,mixed,Mxd,0.2702882,170,top 25%,F,top 25%,0.4026692,2.1067862
15,mixed,Mxd,0.2702882,171,mid 50%,F,top 25%,-0.85267,-0.703364
15,mixed,Mxd,0.2702882,173,mid 50%,M,top 25%,-0.699505,-0.620713
15,mixed,Mxd,0.2702882,176,bottom 25%,F,top 25%,-1.118624,-1.03397
15,mixed,Mxd,0.2702882,181,bottom 25%,F,top 25%,0.0043222,1.4455742
15,mixed,Mxd,0.2702882,184,mid 50%,M,top 25%,-0.623051,-0.538061
15,mixed,Mxd,0.2702882,186,mid 50%,M,top 25%,0.6107292,1.5282252
15,mixed,Mxd,0.2702882,187,mid 50%,M,top 25%,-0.197611,-0.372758
15,mixed,Mxd,0.2702882,188,mid 50%,M,top 25%,-0.419801,0.3711052
15,mixed,Mxd,0.2702882,189,mid 50%,F,top 25%,0.6107292,0.3711052
15,mixed,Mxd,0.2702882,193,bottom 25%,F,top 25%,1.3101422,0.6190592
15,mixed,Mxd,0.2702882,194,bottom 25%,M,top 25%,1.1758492,1.1149682
15,mixed,Mxd,0.2702882,195,top 25%,M,top 25%,-2.510121,-0.620713
15,mixed,Mxd,0.2702882,197,bottom 25%,M,top 25%,1.5792202,0.7017112
15,mixed,Mxd,0.2702882,199,mid 50%,M,top 25%,1.1094382,1.2802712
15,mixed,Mxd,0.2702882,201,bottom 25%,M,top 25%,-0.062088,0.3711052
15,mixed,Mxd,0.2702882,203,mid 50%,F,top 25%,0.1340672,0.2884532
15,mixed,Mxd,0.2702882,208,bottom 25%,F,top 25%,-0.197611,0.2058022
15,mixed,Mxd,0.2702882,211,mid 50%,F,top 25%,-0.85267,-0.620713
15,mixed,Mxd,0.2702882,215,mid 50%,F,top 25%,-0.623051,-0.786016
16,girls,Sngl,0.3232042,1,mid 50%,F,top 25%,-0.419801,1.6108772
16,girls,Sngl,0.3232042,2,top 25%,F,top 25%,-0.776109,-1.364576
16,girls,Sngl,0.3232042,6,mid 50%,F,top 25%,-0.129085,0.2058022
16,girls,Sngl,0.3232042,8,mid 50%,F,top 25%,-0.338842,-1.695182
16,girls,Sngl,0.3232042,9,mid 50%,F,top 25%,0.4026692,0.2058022
16,girls,Sngl,0.3232042,10,bottom 25%,F,top 25%,0.6107292,0.7017112
16,girls,Sngl,0.3232042,11,mid 50%,F,top 25%,-1.219486,-0.042152
16,girls,Sngl,0.3232042,13,bottom 25%,F,top 25%,1.2405332,1.1976192
16,girls,Sngl,0.3232042,14,mid 50%,F,top 25%,0.1340672,0.0404992
16,girls,Sngl,0.3232042,15,mid 50%,F,top 25%,0.1340672,0.6190592
16,girls,Sngl,0.3232042,16,bottom 25%,F,top 25%,0.6787592,1.4455742
16,girls,Sngl,0.3232042,17,mid 50%,F,top 25%,-0.623051,-0.124804
16,girls,Sngl,0.3232042,21,mid 50%,F,top 25%,-0.555112,1.2802712
16,girls,Sngl,0.3232042,22,mid 50%,F,top 25%,-0.419801,0.6190592
16,girls,Sngl,0.3232042,25,mid 50%,F,top 25%,-1.526653,-0.620713
16,girls,Sngl,0.3232042,26,mid 50%,F,top 25%,-0.776109,-0.372758
16,girls,Sngl,0.3232042,27,bottom 25%,F,top 25%,0.8219882,0.1231502
16,girls,Sngl,0.3232042,28,bottom 25%,F,top 25%,0.6107292,0.5364082
16,girls,Sngl,0.3232042,29,mid 50%,F,top 25%,-0.623051,-0.290107
16,girls,Sngl,0.3232042,33,bottom 25%,F,top 25%,-0.197611,0.8670142
16,girls,Sngl,0.3232042,35,mid 50%,F,top 25%,-0.265159,-0.124804
16,girls,Sngl,0.3232042,36,mid 50%,F,top 25%,-1.335315,-1.529879
16,girls,Sngl,0.3232042,37,top 25%,F,top 25%,-1.219486,-0.372758
16,girls,Sngl,0.3232042,38,mid 50%,F,top 25%,-0.419801,0.2884532
16,girls,Sngl,0.3232042,39,mid 50%,F,top 25%,-0.776109,0.1231502
16,girls,Sngl,0.3232042,40,mid 50%,F,top 25%,-0.492781,-0.620713
16,girls,Sngl,0.3232042,41,bottom 25%,F,top 25%,0.0043222,1.9414832
16,girls,Sngl,0.3232042,45,mid 50%,F,top 25%,-0.338842,-0.951318
16,girls,Sngl,0.3232042,46,mid 50%,F,top 25%,-0.338842,0.6190592
16,girls,Sngl,0.3232042,47,bottom 25%,F,top 25%,-0.776109,0.3711052
16,girls,Sngl,0.3232042,48,mid 50%,F,top 25%,0.0043222,0.5364082
